date,reservoir,depth,density_cells/ml
2017-06-27,CRR,5,"62010,6697"
2017-06-27,CRR,5,"5792,205412"
2017-06-27,CRR,5,"4770,051516"
2017-06-27,CRR,0,"798,709322"
2017-06-27,CRR,0,"62351,38767"
2017-06-27,CRR,0,"340,7179654"
2017-06-27,CRR,0,"25383,48842"
2017-06-27,CRR,0,"67121,43918"
2017-06-27,CRR,0,"170,4"
2017-06-27,CRR,0,1278
2018-09-18,CRR,0,"585,7201695"
2018-09-18,CRR,0,"3833,077111"
2018-09-18,CRR,0,"88416,31202"
2018-09-18,CRR,0,"64140,15699"
2018-09-18,CRR,0,"129046,9294"
2018-09-18,CRR,0,"9199,385066"
2018-09-18,CRR,0,"62606,92614"
2018-09-18,CRR,5,"3909,738653"
2018-09-18,CRR,5,"399,354661"
2018-09-18,CRR,5,"6209,584919"
2018-09-18,CRR,5,"68075,44949"
2018-09-18,CRR,5,"112002,5132"
2018-09-18,CRR,5,"146960,1764"
2018-09-18,CRR,5,"8739,415813"
2018-09-18,CRR,5,"73135,11127"
2017-06-12,EFR,0,"723465,9255"
2017-06-12,EFR,0,"65052,79439"
2017-06-12,EFR,0,"24312,66053"
2017-06-12,EFR,0,"5913,890399"
2017-06-12,EFR,0,"142590,4685"
2017-06-12,EFR,0,"226042,033"
2017-06-12,EFR,0,"264810,8701"
2017-06-12,EFR,0,"196472,581"
2017-06-12,EFR,0,"192529,9875"
2017-06-12,EFR,0,"4845,50322"
2017-06-12,EFR,0,"4599,692533"
2017-06-12,EFR,5,"169038,7006"
2017-06-12,EFR,5,"11115,92362"
2017-06-12,EFR,5,"54046,38726"
2017-06-12,EFR,5,"141,9927684"
2017-06-12,EFR,5,"113842,3902"
2017-06-12,EFR,5,"1206,938531"
2017-06-12,EFR,5,"18398,77013"
2017-06-12,EFR,5,"7348,125763"
2017-06-12,EFR,5,"239950,6271"
2017-06-12,EFR,5,"50979,92557"
2017-06-12,EFR,5,"1064,945763"
2017-06-12,EFR,5,"131091,2372"
2017-06-12,EFR,5,"766,6154222"
2017-06-12,EFR,0,"33782,23328"
2017-06-12,EFR,0,"3373,519463"
2017-06-12,EFR,0,"90836,67172"
2017-06-12,EFR,0,"406888,232"
2017-06-12,EFR,0,"2846,407047"
2017-06-12,EFR,0,"3004,540772"
2017-06-12,EFR,0,"579,8236577"
2017-06-12,EFR,0,"685,2461409"
2017-06-12,EFR,0,"9277,178523"
2017-06-12,EFR,0,"13968,47903"
2017-06-12,EFR,0,"386618,892"
2017-06-12,EFR,0,"6005,730362"
2017-06-12,EFR,0,"20269,33997"
2017-06-12,EFR,0,"114108,8769"
2017-06-12,EFR,0,"8333,3"
2017-06-12,EFR,0,87500
2017-06-12,EFR,0,"3333,3"
2017-06-12,EFR,0,3400
2017-06-12,EFR,0,64500
2017-06-12,EFR,0,47650
2017-06-12,EFR,0,15000
2017-06-12,EFR,0,8000
2017-06-12,EFR,0,72250
2017-07-11,EFR,0,"16098,92387"
2017-07-11,EFR,0,"34497,694"
2017-07-11,EFR,0,"19548,69327"
2017-07-11,EFR,0,"312779,0922"
2017-07-11,EFR,0,"2928,600847"
2017-07-11,EFR,0,"361075,8638"
2017-07-11,EFR,0,"26623,64407"
2017-07-11,EFR,0,"196636,8558"
2017-07-11,EFR,0,"204686,3177"
2017-07-11,EFR,0,"70145,31113"
2017-07-11,EFR,0,"1996,773305"
2017-07-11,EFR,0,"9199,385066"
2017-07-11,EFR,0,"20698,6164"
2017-07-11,EFR,5,"3833,804746"
2017-07-11,EFR,5,"7667,609492"
2017-07-11,EFR,5,"373086,1721"
2017-07-11,EFR,5,"294380,3221"
2017-07-11,EFR,5,"3088,342712"
2017-07-11,EFR,5,"9199,385066"
2017-07-11,EFR,5,"83816,61949"
2017-07-11,EFR,5,"48348,53763"
2017-07-11,EFR,5,"969001,8936"
2017-07-11,EFR,5,"29179,5139"
2017-07-11,EFR,5,"9199,385066"
2017-07-11,EFR,5,"202386,4714"
2017-07-11,EFR,0,"4206,535763"
2017-07-11,EFR,0,"2715,611695"
2017-07-11,EFR,0,"17741,6712"
2017-07-11,EFR,0,"187930,2949"
2017-07-11,EFR,0,"2628,395733"
2017-07-11,EFR,0,"28255,25413"
2017-07-11,EFR,0,"1011,698475"
2017-07-11,EFR,0,"227356,2309"
2017-07-11,EFR,0,"205671,9661"
2017-07-11,EFR,0,"120249,1048"
2017-07-11,EFR,0,"82794,46559"
2017-07-11,EFR,0,"78194,77306"
2017-07-11,EFR,0,34000
2017-07-11,EFR,0,725000
2017-07-11,EFR,0,"1,00E+05"
2017-07-11,EFR,0,43500
2017-07-11,EFR,0,"6,00E+05"
2017-07-11,EFR,0,"130619,0476"
2017-07-11,EFR,0,28000
2017-07-11,EFR,0,129500
2017-07-11,EFR,0,"3,00E+05"
2017-07-11,EFR,0,3000
2017-07-11,EFR,0,5900000
2017-07-11,EFR,0,2630000
2017-07-11,EFR,0,"3,00E+05"
2017-07-11,EFR,0,481500
2017-07-11,EFR,0,156240
2017-07-11,EFR,0,15000
2017-07-11,EFR,0,67000
2017-07-11,EFR,0,735000
2017-07-11,EFR,0,425000
2018-06-26,EFR,0,"74909,27839"
2018-06-26,EFR,0,"44682,72746"
2018-06-26,EFR,0,"80166,06986"
2018-06-26,EFR,0,"328549,4666"
2018-06-26,EFR,0,"99879,03786"
2018-06-26,EFR,0,"1490,924068"
2018-06-26,EFR,0,"30226,55093"
2018-06-26,EFR,0,"2555,869831"
2018-06-26,EFR,0,"170845,7227"
2018-06-26,EFR,0,"7885,187199"
2018-06-26,EFR,0,"17084,57227"
2018-06-26,EFR,0,"758292,169"
2018-06-26,EFR,0,"12885,84373"
2018-06-26,EFR,0,"64395,69546"
2018-06-26,EFR,0,"8839,049831"
2018-06-26,EFR,0,"131419,7867"
2018-06-26,EFR,0,"5256,791466"
2018-06-26,EFR,5,"78851,87199"
2018-06-26,EFR,5,"6070,190847"
2018-06-26,EFR,5,"625558,1845"
2018-06-26,EFR,5,"307522,3008"
2018-06-26,EFR,5,"119592,0059"
2018-06-26,EFR,5,"13141,97867"
2018-06-26,EFR,5,"1490,924068"
2018-06-26,EFR,5,"42054,33173"
2018-06-26,EFR,5,"15770,3744"
2018-06-26,EFR,5,"31540,7488"
2018-06-26,EFR,5,"544077,9168"
2018-06-26,EFR,5,"1171,440339"
2018-06-26,EFR,5,"85422,86133"
2018-06-26,EFR,5,"21027,16586"
2018-06-26,EFR,5,"101193,2357"
2018-06-26,EFR,5,"43368,5296"
2018-07-17,EFR,0,"57036,18741"
2018-07-17,EFR,0,"528044,7028"
2018-07-17,EFR,0,"1810,407797"
2018-07-17,EFR,0,"12879,13909"
2018-07-17,EFR,0,"171108,5622"
2018-07-17,EFR,0,"43237,10981"
2018-07-17,EFR,0,"103033,1127"
2018-07-17,EFR,0,"388214,0498"
2018-07-17,EFR,0,"128791,3909"
2018-07-17,EFR,0,"798,709322"
2018-07-17,EFR,0,"677994,6794"
2018-07-17,EFR,0,"15638,95461"
2018-07-17,EFR,0,"182147,8243"
2018-07-17,EFR,0,"187667,4553"
2018-07-17,EFR,5,"69762,00342"
2018-07-17,EFR,5,"379474,634"
2018-07-17,EFR,5,"1757,160508"
2018-07-17,EFR,5,"162522,4695"
2018-07-17,EFR,5,"19165,38555"
2018-07-17,EFR,5,"240717,2426"
2018-07-17,EFR,5,"36797,54026"
2018-07-17,EFR,5,"6899,538799"
2018-07-17,EFR,5,"598726,6447"
2018-07-17,EFR,5,"42163,84822"
2018-07-17,EFR,5,"106559,5437"
2018-07-17,EFR,5,"113459,0825"
2017-06-28,GRR,0,"9199,385066"
2017-06-28,GRR,0,"5366,307955"
2017-06-28,GRR,0,"14565,69302"
2017-06-28,GRR,0,"277514,7828"
2017-06-28,GRR,0,"121891,8521"
2017-06-28,GRR,0,"47530,15617"
2017-06-28,GRR,0,"851,9566102"
2017-06-28,GRR,0,"12265,84675"
2017-06-28,GRR,0,"328878,0161"
2017-06-28,GRR,0,"1757,160508"
2017-06-28,GRR,0,"69762,00342"
2017-06-28,GRR,0,"425,9783051"
2017-06-28,GRR,0,"479,2255932"
2017-06-28,GRR,5,"6132,923377"
2017-06-28,GRR,5,"3194,837288"
2017-06-28,GRR,5,"93016,00456"
2017-06-28,GRR,5,"17887,69318"
2017-06-28,GRR,5,"29131,38604"
2017-06-28,GRR,5,"313801,2461"
2017-06-28,GRR,5,"64395,69546"
2017-06-28,GRR,5,"2076,644237"
2017-06-28,GRR,5,"113459,0825"
2017-06-28,GRR,5,"7155,077273"
2017-06-28,GRR,0,"3066,461689"
2017-06-28,GRR,0,"16098,92387"
2017-06-28,GRR,0,"106,4945763"
2017-06-28,GRR,0,"228451,3958"
2017-06-28,GRR,0,"9966,000488"
2017-06-28,GRR,0,"45996,92533"
2017-06-28,GRR,0,"39097,38653"
2017-06-28,GRR,0,"116525,5442"
2017-06-28,GRR,0,"399406,6349"
2017-06-28,GRR,0,"13032,46218"
2017-06-28,GRR,0,"96593,54319"
2017-06-28,GRR,0,"11499,23133"
2017-06-28,GRR,0,"18398,77013"
2017-06-28,GRR,0,"3348,214286"
2017-06-28,GRR,0,"3560,267857"
2017-06-28,GRR,0,"167,4107143"
2017-06-28,GRR,0,"76785,71429"
2018-08-09,GRR,0,"191,6902373"
2018-08-09,GRR,0,"86842,19502"
2018-08-09,GRR,0,"37165,51567"
2018-08-09,GRR,0,"558218,6858"
2018-08-09,GRR,0,"511,1739661"
2018-08-09,GRR,0,"360615,8946"
2018-08-09,GRR,0,"65131,64627"
2018-08-09,GRR,0,"97145,5063"
2018-08-09,GRR,5,"788,0598644"
2018-08-09,GRR,5,"6623,557247"
2018-08-09,GRR,5,"88314,09663"
2018-08-09,GRR,5,"546811,4483"
2018-08-09,GRR,5,"340,7826441"
2018-08-09,GRR,5,"362,0815593"
2018-08-09,GRR,5,"305419,5842"
2018-08-09,GRR,5,"9567,360469"
2018-08-09,GRR,5,"83898,3918"
2017-07-19,HTR,0,"30664,61689"
2017-07-19,HTR,0,"233051,0883"
2017-07-19,HTR,0,"638,9674576"
2017-07-19,HTR,0,"9199,385066"
2017-07-19,HTR,0,"1703,91322"
2017-07-19,HTR,0,"1533,230844"
2017-07-19,HTR,0,"302813,0918"
2017-07-19,HTR,0,"120358,6213"
2017-07-19,HTR,0,"372,7310169"
2017-07-19,HTR,0,"26064,92435"
2017-07-19,HTR,5,"45996,92533"
2017-07-19,HTR,5,"361842,4793"
2017-07-19,HTR,5,"16187,17559"
2017-07-19,HTR,5,"49063,38702"
2017-07-19,HTR,5,"212,9891525"
2017-07-19,HTR,5,"657756,0322"
2017-07-19,HTR,5,"427771,4056"
2017-07-19,HTR,5,"2236,386102"
2017-07-19,HTR,5,"639357,2621"
2017-07-19,HTR,0,"56116,2489"
2017-07-19,HTR,0,"310939,2152"
2017-07-19,HTR,0,"319,4837288"
2017-07-19,HTR,0,"11959,20059"
2017-07-19,HTR,0,"88314,09663"
2017-07-19,HTR,0,"349576,6325"
2017-07-19,HTR,0,"75434,95754"
2017-07-19,HTR,0,"93833,72767"
2017-07-19,HTR,0,6250
2017-07-19,HTR,0,500
2017-07-19,HTR,0,7000
2017-07-19,HTR,0,86125
2017-07-19,HTR,0,1000
2018-08-23,HTR,0,"176321,5471"
2018-08-23,HTR,0,"237650,7809"
2018-08-23,HTR,0,"851,9566102"
2018-08-23,HTR,0,"217718,7799"
2018-08-23,HTR,0,"2342,880678"
2018-08-23,HTR,0,"4599,692533"
2018-08-23,HTR,0,"27598,1552"
2018-08-23,HTR,0,"3354,579153"
2018-08-23,HTR,0,"36030,92484"
2018-08-23,HTR,0,"157922,777"
2018-08-23,HTR,5,"32964,46315"
2018-08-23,HTR,5,"346510,1708"
2018-08-23,HTR,5,"1544,171356"
2018-08-23,HTR,5,"21465,23182"
2018-08-23,HTR,5,"372,7310169"
2018-08-23,HTR,5,"1533,230844"
2018-08-23,HTR,5,"129558,0063"
2018-08-23,HTR,5,"692,2147458"
2018-08-23,HTR,5,"3833,077111"
2018-08-23,HTR,5,"16098,92387"
2017-07-24,MNR,0,"4153,288475"
2017-07-24,MNR,0,"1022,153896"
2017-07-24,MNR,0,"163800,1619"
2017-07-24,MNR,0,"443,7274011"
2017-07-24,MNR,0,"1881,404181"
2017-07-24,MNR,0,"3577,538637"
2017-07-24,MNR,0,"88,74548023"
2017-07-24,MNR,0,"17,74909605"
2017-07-24,MNR,0,"212,9891525"
2017-07-24,MNR,5,"144507,0071"
2017-07-24,MNR,5,"134924,3143"
2017-07-24,MNR,5,"851,9566102"
2017-07-24,MNR,5,"1224,687627"
2017-07-24,MNR,5,"13799,0776"
2017-07-24,MNR,0,"17,74909605"
2017-07-24,MNR,0,"12010,30828"
2017-07-24,MNR,0,"511,0769481"
2017-07-24,MNR,0,"136968,6221"
2017-07-24,MNR,0,"283,9855367"
2017-07-24,MNR,0,"6388,461851"
2017-07-24,MNR,0,"10988,15438"
2017-07-24,MNR,0,11360
2017-07-24,MNR,0,9940
2017-07-24,MNR,0,2130
2017-07-24,MNR,0,1136
2018-07-10,MNR,0,"4804,123312"
2018-07-10,MNR,0,"30051,32455"
2018-07-10,MNR,0,"1839,877013"
2018-07-10,MNR,0,"37104,18643"
2018-07-10,MNR,0,"33220,00163"
2018-07-10,MNR,0,"53,24728814"
2018-07-10,MNR,0,"39557,35578"
2018-07-10,MNR,5,"45485,84838"
2018-07-10,MNR,5,"408,8615585"
2018-07-10,MNR,5,"24736,12429"
2018-07-10,MNR,5,"11345,90825"
2018-07-10,MNR,5,"31,94837288"
2018-07-10,MNR,5,"59591,57215"
2018-07-10,MNR,5,"47019,07923"
2018-07-10,MNR,5,"9812,677404"
2017-07-18,MSR,0,"336697,4934"
2017-07-18,MSR,0,"60715,94143"
2017-07-18,MSR,0,"412132,451"
2017-07-18,MSR,0,"7359,508053"
2017-07-18,MSR,0,"103953,0512"
2017-07-18,MSR,0,"851,9566102"
2017-07-18,MSR,0,"2759,81552"
2017-07-18,MSR,0,"30563,94339"
2017-07-18,MSR,0,"513325,6867"
2017-07-18,MSR,0,"41397,2328"
2017-07-18,MSR,0,"40477,29429"
2017-07-18,MSR,5,"2502,622542"
2017-07-18,MSR,5,"177854,7779"
2017-07-18,MSR,5,"259116,0127"
2017-07-18,MSR,5,"29898,00146"
2017-07-18,MSR,5,"48296,7716"
2017-07-18,MSR,5,"36797,54026"
2017-07-18,MSR,5,"283647,7062"
2017-07-18,MSR,5,"10732,61591"
2017-07-18,MSR,5,"9199,385066"
2017-07-18,MSR,5,"425,9783051"
2017-07-18,MSR,0,"16865,53929"
2017-07-18,MSR,0,"114225,6979"
2017-07-18,MSR,0,"240717,2426"
2017-07-18,MSR,0,"52129,84871"
2017-07-18,MSR,0,"55196,3104"
2017-07-18,MSR,0,"408606,02"
2017-07-18,MSR,0,"27598,1552"
2017-07-18,MSR,0,"131857,8526"
2017-07-18,MSR,0,"18398,77013"
2017-07-18,MSR,0,13000
2017-07-18,MSR,0,1175000
2017-07-18,MSR,0,10000
2017-07-18,MSR,0,15000
2017-07-18,MSR,0,92000
2017-07-18,MSR,0,3000
2017-07-18,MSR,0,750500
2017-07-18,MSR,0,"1,00E+05"
2018-08-20,MSR,0,"851,9566102"
2018-08-20,MSR,0,"1251,311271"
2018-08-20,MSR,0,"126874,8524"
2018-08-20,MSR,0,"106,4945763"
2018-08-20,MSR,0,"130324,6218"
2018-08-20,MSR,0,"26064,92435"
2018-08-20,MSR,0,"9199,385066"
2018-08-20,MSR,0,"127258,1601"
2018-08-20,MSR,0,"32581,15544"
2018-08-20,MSR,0,"47530,15617"
2018-08-20,MSR,0,"292,8600847"
2018-08-20,MSR,0,"123808,3907"
2018-08-20,MSR,5,"239,6127966"
2018-08-20,MSR,5,"146423,5456"
2018-08-20,MSR,5,"106,4945763"
2018-08-20,MSR,5,"107326,1591"
2018-08-20,MSR,5,"11499,23133"
2018-08-20,MSR,5,"72061,84968"
2018-08-20,MSR,5,"81261,23475"
2018-08-20,MSR,5,"64779,00317"
2018-08-20,MSR,5,"188970,7016"
2017-08-23,NRR,0,"931,8275424"
2017-08-23,NRR,0,"346,1073729"
2017-08-23,NRR,0,"13339,10835"
2017-08-23,NRR,0,"31277,90922"
2017-08-23,NRR,0,"6669,554173"
2017-08-23,NRR,0,"559,0965254"
2017-08-23,NRR,0,"2759,81552"
2017-08-23,NRR,0,"332097,8009"
2017-08-23,NRR,0,"122121,8367"
2017-08-23,NRR,0,"24148,3858"
2017-08-23,NRR,0,"53,24728814"
2017-08-23,NRR,5,"1650,665932"
2017-08-23,NRR,5,"19235,07787"
2017-08-23,NRR,5,"83630,77333"
2017-08-23,NRR,5,"14217,23147"
2017-08-23,NRR,5,"7526,769599"
2017-08-23,NRR,5,"53,24728814"
2017-08-23,NRR,5,"1672,615467"
2017-08-23,NRR,5,"621376,6458"
2017-08-23,NRR,5,"6272,307999"
2017-08-23,NRR,5,"126700,6216"
2017-08-23,NRR,5,"86976,00426"
2017-08-23,NRR,0,"745,4620339"
2017-08-23,NRR,0,"6899,538799"
2017-08-23,NRR,0,"78194,77306"
2017-08-23,NRR,0,"27598,1552"
2017-08-23,NRR,0,"3679,754026"
2017-08-23,NRR,0,"5519,63104"
2017-08-23,NRR,0,"885440,8126"
2017-08-23,NRR,0,"200546,5944"
2017-08-23,NRR,0,"5059,661786"
2017-08-23,NRR,0,"90153,97365"
2017-08-23,NRR,0,"126323,5294"
2017-08-23,NRR,0,"1764,705882"
2017-08-23,NRR,0,"107352,9412"
2018-08-07,NRR,0,"51253,7168"
2018-08-07,NRR,0,"266,2364407"
2018-08-07,NRR,0,"82794,46559"
2018-08-07,NRR,0,"112035,3681"
2018-08-07,NRR,0,"59138,90399"
2018-08-07,NRR,0,"67024,09119"
2018-08-07,NRR,0,"2628,395733"
2018-08-07,NRR,0,"34497,694"
2018-08-07,NRR,5,"2811,456814"
2018-08-07,NRR,5,"63081,49759"
2018-08-07,NRR,5,"103558,7919"
2018-08-07,NRR,5,"170,391322"
2018-08-07,NRR,5,"525,6791466"
2018-08-07,NRR,5,"145875,9632"
2018-08-07,NRR,5,"2365,55616"
2018-08-07,NRR,5,"86999,89877"
2017-07-27,PRR,0,"56868,92586"
2017-07-27,PRR,0,"13520,30835"
2017-07-27,PRR,0,"34009,84782"
2017-07-27,PRR,0,"65371,38782"
2017-07-27,PRR,0,"46415,0792"
2017-07-27,PRR,0,"27319,38595"
2017-07-27,PRR,5,"383,3077111"
2017-07-27,PRR,5,"2395,673194"
2017-07-27,PRR,5,"461,4764972"
2017-07-27,PRR,5,"1455,425876"
2017-07-27,PRR,5,"191,6538555"
2017-07-27,PRR,5,"31527,05924"
2017-07-27,PRR,5,"8432,769644"
2017-07-27,PRR,5,"248,4873446"
2017-07-27,PRR,5,"17,74909605"
2017-07-27,PRR,5,"14661,51995"
2017-07-27,PRR,5,"41876,36744"
2017-07-27,PRR,0,"372,7310169"
2017-07-27,PRR,0,"14821,2315"
2017-07-27,PRR,0,"745,4620339"
2017-07-27,PRR,0,"52129,84871"
2017-07-27,PRR,0,"75128,31137"
2017-07-27,PRR,0,"89438,46592"
2017-07-27,PRR,0,"25894,56537"
2017-07-27,PRR,0,"32197,84773"
2017-07-27,PRR,0,"7666,154222"
2017-07-27,PRR,0,"2685,2564"
2017-07-27,PRR,0,"546,1538"
2017-07-27,PRR,0,"327,6923"
2017-07-27,PRR,0,"11984,8"
2017-07-27,PRR,0,"17878,8923"
2018-07-30,PRR,0,"6255,581845"
2018-07-30,PRR,0,"436,6277627"
2018-07-30,PRR,0,"367,9754026"
2018-07-30,PRR,0,"51884,53177"
2018-07-30,PRR,0,"3495,766325"
2018-07-30,PRR,0,"306339,5227"
2018-07-30,PRR,0,"2943,803221"
2018-07-30,PRR,0,"1839,877013"
2018-07-30,PRR,0,"159701,3247"
2018-07-30,PRR,0,"22814,47496"
2018-07-30,PRR,5,"9015,397365"
2018-07-30,PRR,5,"13431,1022"
2018-07-30,PRR,5,"287,5353559"
2018-07-30,PRR,5,"50780,60556"
2018-07-30,PRR,5,"5519,63104"
2018-07-30,PRR,5,"314802,957"
2018-07-30,PRR,5,"170,391322"
2018-07-30,PRR,5,"2575,827818"
2018-07-30,PRR,5,"136702,8621"
2018-07-30,PRR,5,"21158,58565"
2017-08-22,RRR,0,"798,709322"
2017-08-22,RRR,0,"10404,06644"
2017-08-22,RRR,0,"32197,84773"
2017-08-22,RRR,0,"17,74909605"
2017-08-22,RRR,0,"5256,791466"
2017-08-22,RRR,0,"2080,813289"
2017-08-22,RRR,0,"1752,263822"
2017-08-22,RRR,0,"547,5824444"
2017-08-22,RRR,0,"189682,5587"
2017-08-22,RRR,0,"3504,527644"
2017-08-22,RRR,0,"26831,53978"
2017-08-22,RRR,5,"5366,307955"
2017-08-22,RRR,5,"10732,61591"
2017-08-22,RRR,5,"43697,07906"
2017-08-22,RRR,5,"8816,077355"
2017-08-22,RRR,5,"6899,538799"
2017-08-22,RRR,5,"13032,46218"
2017-08-22,RRR,5,"567,9710734"
2017-08-22,RRR,5,"1149,923133"
2017-08-22,RRR,5,"268507,0516"
2017-08-22,RRR,5,"51363,23328"
2017-08-22,RRR,0,"471,7633367"
2017-08-22,RRR,0,"10496,73424"
2017-08-22,RRR,0,"248,4873446"
2017-08-22,RRR,0,"235,8816684"
2017-08-22,RRR,0,"17691,12513"
2017-08-22,RRR,0,"1179,408342"
2017-08-22,RRR,0,"11676,14258"
2017-08-22,RRR,0,"1887,053347"
2017-08-22,RRR,0,"117,9408342"
2017-08-22,RRR,0,"3066,461689"
2017-08-22,RRR,0,"81025,35308"
2017-08-22,RRR,0,"74538,6072"
2017-08-22,RRR,0,"24059,93017"
2017-08-22,RRR,0,"946,6666667"
2017-08-22,RRR,0,3550
2017-08-22,RRR,0,"118,3333333"
2017-08-22,RRR,0,"3715,666667"
2017-08-22,RRR,0,58149
2018-08-02,RRR,0,"127,7934915"
2018-08-02,RRR,0,"1022,347932"
2018-08-02,RRR,0,"12879,13909"
2018-08-02,RRR,0,"42930,46364"
2018-08-02,RRR,0,"113765,7286"
2018-08-02,RRR,0,"2453,169351"
2018-08-02,RRR,0,"306,6461689"
2018-08-02,RRR,0,"769375,2377"
2018-08-02,RRR,0,"553,7717966"
2018-08-02,RRR,0,"101193,2357"
2018-08-02,RRR,5,"149,0924068"
2018-08-02,RRR,5,"5282,130983"
2018-08-02,RRR,5,"4293,046364"
2018-08-02,RRR,5,"56422,89507"
2018-08-02,RRR,5,"3373,107857"
2018-08-02,RRR,5,"141057,2377"
2018-08-02,RRR,5,"9199,385066"
2018-08-02,RRR,5,"613,2923377"
2018-08-02,RRR,5,"574348,2743"
2018-08-02,RRR,5,"809,3587797"
2018-08-02,RRR,5,"83714,4041"
2018-08-02,RRR,5,"42,59783051"
2017-08-07,SRR,0,"1171,440339"
2017-08-07,SRR,0,"51910,81573"
2017-08-07,SRR,0,"106,4945763"
2017-08-07,SRR,0,"226042,033"
2017-08-07,SRR,0,"10513,58293"
2017-08-07,SRR,0,"4845,50322"
2017-08-07,SRR,0,"42054,33173"
2017-08-07,SRR,0,"106,4945763"
2017-08-07,SRR,0,"197786,7789"
2017-08-07,SRR,0,"11827,7808"
2017-08-07,SRR,0,"354833,424"
2017-08-07,SRR,0,"26283,95733"
2017-08-07,SRR,5,"1118,193051"
2017-08-07,SRR,5,"83714,4041"
2017-08-07,SRR,5,"319,4837288"
2017-08-07,SRR,5,"168348,7467"
2017-08-07,SRR,5,"3679,754026"
2017-08-07,SRR,5,"17478,83163"
2017-08-07,SRR,5,"3833,804746"
2017-08-07,SRR,5,"124191,6984"
2017-08-07,SRR,5,"17018,86237"
2017-08-07,SRR,5,"7819,477306"
2017-08-07,SRR,5,"336237,5242"
2017-08-07,SRR,5,"919,9385066"
2017-08-07,SRR,0,"12265,84675"
2017-08-07,SRR,0,"34037,72474"
2017-08-07,SRR,0,"5519,63104"
2017-08-07,SRR,0,"17172,18546"
2017-08-07,SRR,0,"120511,9444"
2017-08-07,SRR,0,"1597,418644"
2017-08-07,SRR,0,"425,9783051"
2017-08-07,SRR,0,"13799,0776"
2017-08-07,SRR,0,"38024,12494"
2017-08-07,SRR,0,"8586,092728"
2017-08-07,SRR,0,"54889,66423"
2017-08-07,SRR,0,"2453,169351"
2017-08-07,SRR,0,"5826,277208"
2017-08-07,SRR,0,"372,7310169"
2017-08-07,SRR,0,"23305,10883"
2017-08-07,SRR,0,"2146,523182"
2017-08-07,SRR,0,"8333,333333"
2017-08-07,SRR,0,"9166,666667"
2017-08-07,SRR,0,"38333,33333"
2017-08-07,SRR,0,"3333,333333"
2017-08-07,SRR,0,"733,3333333"
2017-08-07,SRR,0,3600
2017-08-07,SRR,0,"4933,333333"
2017-08-07,SRR,0,"21706,66667"
2018-08-21,SRR,0,"1916,538555"
2018-08-21,SRR,0,"17632,15471"
2018-08-21,SRR,0,"53,24728814"
2018-08-21,SRR,0,"83561,08102"
2018-08-21,SRR,0,"38714,07882"
2018-08-21,SRR,0,"205069,6254"
2018-08-21,SRR,0,"108859,3899"
2018-08-21,SRR,0,"425,9783051"
2018-08-21,SRR,0,"195870,2404"
2018-08-21,SRR,0,"1304,558559"
2018-08-21,SRR,0,"104259,6974"
2018-08-21,SRR,0,"52513,15642"
2018-08-21,SRR,5,"7282,84651"
2018-08-21,SRR,5,"144507,0071"
2018-08-21,SRR,5,"82027,85017"
2018-08-21,SRR,5,"24148,3858"
2018-08-21,SRR,5,"159072,7001"
2018-08-21,SRR,5,"57112,84895"
2018-08-21,SRR,5,"3066,461689"
2018-08-21,SRR,5,"766,6154222"
2018-08-21,SRR,5,"132241,1603"
2018-08-21,SRR,5,"2023,396949"
2018-08-21,SRR,5,"17248,847"
2018-08-21,SRR,5,"94293,69693"
2017-06-27,TAR,0,"29728,36529"
2017-06-27,TAR,0,"11701,89564"
2017-06-27,TAR,0,"58555,87103"
2017-06-27,TAR,0,"536912,2943"
2017-06-27,TAR,0,"112607,4443"
2017-06-27,TAR,0,"210,8449664"
2017-06-27,TAR,0,"17116,33153"
2017-06-27,TAR,0,"93689,39364"
2017-06-27,TAR,0,"4216,899329"
2017-06-27,TAR,0,"2055,738423"
2017-06-27,TAR,0,"11711,17421"
2017-06-27,TAR,0,"216206,293"
2017-06-27,TAR,0,"9008,595543"
2017-06-27,TAR,0,"10810,31465"
2017-06-27,TAR,0,"2055,738423"
2017-06-27,TAR,0,"1212,358557"
2017-06-27,TAR,0,"1686,759732"
2017-06-27,TAR,0,"55853,29236"
2017-06-27,TAR,0,"14413,75287"
2017-06-27,TAR,5,"632,5348993"
2017-06-27,TAR,5,"13512,89331"
2017-06-27,TAR,5,"141434,95"
2017-06-27,TAR,5,"577450,9743"
2017-06-27,TAR,5,"142335,8096"
2017-06-27,TAR,5,"7206,876434"
2017-06-27,TAR,5,"69366,18568"
2017-06-27,TAR,5,"3162,674497"
2017-06-27,TAR,5,"2161,160906"
2017-06-27,TAR,5,"10810,31465"
2017-06-27,TAR,5,"258546,6921"
2017-06-27,TAR,5,"10810,31465"
2017-06-27,TAR,5,"5429,257886"
2017-06-27,TAR,5,"18918,05064"
2017-06-27,TAR,5,"9909,455097"
2017-06-27,TAR,5,"948,802349"
2017-06-27,TAR,5,"72969,62389"
2017-06-27,TAR,5,"1686,759732"
2017-06-27,TAR,0,"1171,440339"
2017-06-27,TAR,0,"319,4837288"
2017-06-27,TAR,0,"58876,06442"
2017-06-27,TAR,0,"159149,3616"
2017-06-27,TAR,0,"229064,6881"
2017-06-27,TAR,0,"525284,8873"
2017-06-27,TAR,0,"5519,63104"
2017-06-27,TAR,0,"1597,418644"
2017-06-27,TAR,0,"479,2255932"
