date,reservoir,depth,density_cells/ml
2017-07-25,BVR,0,"28912,35306"
2017-07-25,BVR,0,"46873,05724"
2017-07-25,BVR,0,"8542,286133"
2017-07-25,BVR,0,"15113,27547"
2017-07-25,BVR,0,"1419,927684"
2017-07-25,BVR,0,"1473,174972"
2017-07-25,BVR,0,"117620,7091"
2017-07-25,BVR,0,"24750,72649"
2017-07-25,BVR,0,"38549,80409"
2017-07-25,BVR,0,"390,480113"
2017-07-25,BVR,0,"111706,8187"
2017-07-25,BVR,0,"354,9819209"
2017-07-25,BVR,5,"1544,171356"
2017-07-25,BVR,5,"7454,620339"
2017-07-25,BVR,5,"71039,69579"
2017-07-25,BVR,5,"47019,07923"
2017-07-25,BVR,5,"106,4945763"
2017-07-25,BVR,5,"123680,6214"
2017-07-25,BVR,5,"11243,69286"
2017-07-25,BVR,5,"7155,077273"
2017-07-25,BVR,5,"6132,923377"
2017-07-25,BVR,5,"1022,153896"
2017-07-25,BVR,5,"321467,4004"
2017-07-25,BVR,5,"33220,00163"
2017-07-25,BVR,5,"43441,54059"
2017-07-25,BVR,5,"35264,30942"
2017-07-25,BVR,5,"5110,769481"
2017-07-25,BVR,5,"434926,4828"
2017-07-25,BVR,5,"5110,769481"
2017-07-25,BVR,0,"9478,017288"
2017-07-25,BVR,0,"9617,538933"
2017-07-25,BVR,0,"18398,77013"
2017-07-25,BVR,0,"26343,6936"
2017-07-25,BVR,0,"851,9566102"
2017-07-25,BVR,0,"79449,23466"
2017-07-25,BVR,0,"10872,00053"
2017-07-25,BVR,0,"3763,3848"
2017-07-25,BVR,0,"8679,307966"
2017-07-25,BVR,0,"217858,1645"
2017-07-25,BVR,0,"36797,54026"
2017-07-25,BVR,0,"2289,63339"
2017-07-25,BVR,0,"11290,1544"
2017-07-25,BVR,0,"2129,891525"
2017-07-25,BVR,0,"334941,2472"
2017-07-25,BVR,0,"3763,3848"
2017-07-25,BVR,0,8250
2017-07-25,BVR,0,95550
2017-07-25,BVR,0,5000
2017-07-25,BVR,0,8750
2017-07-25,BVR,0,16800
2017-07-25,BVR,0,800
2017-07-25,BVR,0,3900
2017-07-25,BVR,0,5440
2017-07-25,BVR,0,30000
2017-07-25,BVR,0,10400
2017-07-25,BVR,0,38950
2017-07-25,BVR,0,100
2017-07-25,BVR,0,400
2017-09-12,BVR,0,"106,4945763"
2017-09-12,BVR,0,"18836,83609"
2017-09-12,BVR,0,"33512,0456"
2017-09-12,BVR,0,"70,99638418"
2017-09-12,BVR,0,"60015,03591"
2017-09-12,BVR,0,"79728,0039"
2017-09-12,BVR,0,"5256,791466"
2017-09-12,BVR,0,"24531,69351"
2017-09-12,BVR,0,"1792,658701"
2017-09-12,BVR,0,"144561,7653"
2017-09-12,BVR,0,"23436,52862"
2017-09-12,BVR,0,"35045,27644"
2017-09-12,BVR,5,"22560,39671"
